# Variables: r z F
# Resolution: nr=61, nz=121
0.0 0.0295 0.0
0.0 0.03 0.0
0.0005 -0.03 0.00187149676787
0.0005 -0.0295 0.00187149676787
0.0005 -0.029 0.00187149676787
0.0005 -0.0285 0.00187149676787
0.0005 -0.028 0.00187149676787
0.0005 -0.0275 0.00187149676787
0.0005 -0.027 0.00187149676787
0.0005 -0.0265 0.00187149676787
0.0005 -0.026 0.00187149676787
0.0005 -0.0255 0.00187149676787
0.0005 -0.025 0.00187149676787
0.0005 -0.0245 0.00187149676787
0.0005 -0.024 0.00187149676787
0.0005 -0.0235 0.00187149676787
0.0005 -0.023 0.00187149676787
0.0005 -0.0225 0.00187149676787
0.0005 -0.022 0.00187149676787
0.0005 -0.0215 0.00187149676787
0.0005 -0.021 0.00187149676787
0.0005 -0.0205 0.00187149676787
0.0005 -0.02 0.00187149676787
0.0005 -0.0195 0.00187149676787
0.0005 -0.019 0.00187149676787
0.0005 -0.0185 0.00187149676787
0.0005 -0.018 0.00187149676787
0.0005 -0.0175 0.00187149676787
0.0005 -0.017 0.00187149676787
0.0005 -0.0165 0.00187149676787
0.0005 -0.016 0.00187149676787
0.0005 -0.0155 0.00187149676787
0.0005 -0.015 0.00187149676787
0.0005 -0.0145 0.00187149676787
0.0005 -0.014 0.00187149676787
0.0005 -0.0135 0.00187149676787
0.0005 -0.013 0.00187149676787
0.0005 -0.0125 0.00187149676787
0.0005 -0.012 0.00187149676787
0.0005 -0.0115 0.00187149676787
0.0005 -0.011 0.00187149676787
0.0005 -0.0105 0.00187149676787
0.0005 -0.01 0.00187149676787
0.0005 -0.0095 0.00187149676787
0.0005 -0.009 0.00187149676787
0.0005 -0.0085 0.00187149676787
0.0005 -0.008 0.00187149676787
0.0005 -0.0075 0.00187149676787
0.0005 -0.007 0.00187149676787
0.0005 -0.0065 0.00187149676787
0.0005 -0.006 0.00187149676787
0.0005 -0.0055 0.00187149676787
0.0005 -0.005 0.00187149676787
0.0005 -0.0045 0.00187149676787
0.0005 -0.004 0.00187149676787
0.0005 -0.0035 0.00187149676787
0.0005 -0.003 0.00187149676787
0.0005 -0.0025 0.00187149676787
0.0005 -0.002 0.00187149676787
0.0005 -0.0015 0.00187149676787
0.0005 -0.001 0.00187149676787
0.0005 -0.0005 0.00187149676787
0.0005 0.0 0.00187149676787
0.0005 0.0005 0.00187149676787
0.0005 0.001 0.00187149676787
0.0005 0.0015 0.00187149676787
0.0005 0.002 0.00187149676787
0.0005 0.0025 0.00187149676787
0.0005 0.003 0.00187149676787
0.0005 0.0035 0.00187149676787
0.0005 0.004 0.00187149676787
0.0005 0.0045 0.00187149676787
0.0005 0.005 0.00187149676787
0.0005 0.0055 0.00187149676787
0.0005 0.006 0.00187149676787
0.0005 0.0065 0.00187149676787
0.0005 0.007 0.00187149676787
0.0005 0.0075 0.00187149676787
0.0005 0.008 0.00187149676787
0.0005 0.0085 0.00187149676787
0.0005 0.009 0.00187149676787
0.0005 0.0095 0.00187149676787
0.0005 0.01 0.00187149676787
0.0005 0.0105 0.00187149676787
0.0005 0.011 0.00187149676787
0.0005 0.0115 0.00187149676787
0.0005 0.012 0.00187149676787
0.0005 0.0125 0.00187149676787
0.0005 0.013 0.00187149676787
0.0005 0.0135 0.00187149676787
0.0005 0.014 0.00187149676787
0.0005 0.0145 0.00187149676787
0.0005 0.015 0.00187149676787
0.0005 0.0155 0.00187149676787
0.0005 0.016 0.00187149676787
0.0005 0.0165 0.00187149676787
0.0005 0.017 0.00187149676787
0.0005 0.0175 0.00187149676787
0.0005 0.018 0.00187149676787
0.0005 0.0185 0.00187149676787
0.0005 0.019 0.00187149676787
0.0005 0.0195 0.00187149676787
0.0005 0.02 0.00187149676787
0.0005 0.0205 0.00187149676787
0.0005 0.021 0.00187149676787
0.0005 0.0215 0.00187149676787
0.0005 0.022 0.00187149676787
0.0005 0.0225 0.00187149676787
0.0005 0.023 0.00187149676787
0.0005 0.0235 0.00187149676787
0.0005 0.024 0.00187149676787
0.0005 0.0245 0.00187149676787
0.0005 0.025 0.00187149676787
0.0005 0.0255 0.00187149676787
0.0005 0.026 0.00187149676787
0.0005 0.0265 0.00187149676787
0.0005 0.027 0.00187149676787
0.0005 0.0275 0.00187149676787
0.0005 0.028 0.00187149676787
0.0005 0.0285 0.00187149676787
0.0005 0.029 0.00187149676787
0.0005 0.0295 0.00187149676787
0.0005 0.03 0.00187149676787
0.001 -0.03 0.00748598707148
0.001 -0.0295 0.00748598707148
0.001 -0.029 0.00748598707148
0.001 -0.0285 0.00748598707148
0.001 -0.028 0.00748598707148
0.001 -0.0275 0.00748598707148
0.001 -0.027 0.00748598707148
0.001 -0.0265 0.00748598707148
0.001 -0.026 0.00748598707148
0.001 -0.0255 0.00748598707148
0.001 -0.025 0.00748598707148
0.001 -0.0245 0.00748598707148
0.001 -0.024 0.00748598707148
0.001 -0.0235 0.00748598707148
0.001 -0.023 0.00748598707148
0.001 -0.0225 0.00748598707148
0.001 -0.022 0.00748598707148
0.001 -0.0215 0.00748598707148
0.001 -0.021 0.00748598707148
0.001 -0.0205 0.00748598707148
0.001 -0.02 0.00748598707148
0.001 -0.0195 0.00748598707148
0.001 -0.019 0.00748598707148
0.001 -0.0185 0.00748598707148
0.001 -0.018 0.00748598707148
0.001 -0.0175 0.00748598707148
0.001 -0.017 0.00748598707148
0.001 -0.0165 0.00748598707148
0.001 -0.016 0.00748598707148
0.001 -0.0155 0.00748598707148
0.001 -0.015 0.00748598707148
0.001 -0.0145 0.00748598707148
0.001 -0.014 0.00748598707148
0.001 -0.0135 0.00748598707148
0.001 -0.013 0.00748598707148
0.001 -0.0125 0.00748598707148
0.001 -0.012 0.00748598707148
0.001 -0.0115 0.00748598707148
0.001 -0.011 0.00748598707148
0.001 -0.0105 0.00748598707148
0.001 -0.01 0.00748598707148
0.001 -0.0095 0.00748598707148
0.001 -0.009 0.00748598707148
0.001 -0.0085 0.00748598707148
0.001 -0.008 0.00748598707148
0.001 -0.0075 0.00748598707148
0.001 -0.007 0.00748598707148
0.001 -0.0065 0.00748598707148
0.001 -0.006 0.00748598707148
0.001 -0.0055 0.00748598707148
0.001 -0.005 0.00748598707148
0.001 -0.0045 0.00748598707148
0.001 -0.004 0.00748598707148
0.001 -0.0035 0.00748598707148
0.001 -0.003 0.00748598707148
0.001 -0.0025 0.00748598707148
0.001 -0.002 0.00748598707148
0.001 -0.0015 0.00748598707148
0.001 -0.001 0.00748598707148
0.001 -0.0005 0.00748598707148
0.001 0.0 0.00748598707148
0.001 0.0005 0.00748598707148
0.001 0.001 0.00748598707148
0.001 0.0015 0.00748598707148
0.001 0.002 0.00748598707148
0.001 0.0025 0.00748598707148
0.001 0.003 0.00748598707148
0.001 0.0035 0.00748598707148
0.001 0.004 0.00748598707148
0.001 0.0045 0.00748598707148
0.001 0.005 0.00748598707148
0.001 0.0055 0.00748598707148
0.001 0.006 0.00748598707148
0.001 0.0065 0.00748598707148
0.001 0.007 0.00748598707148
0.001 0.0075 0.00748598707148
0.001 0.008 0.00748598707148
0.001 0.0085 0.00748598707148
0.001 0.009 0.00748598707148
0.001 0.0095 0.00748598707148
0.001 0.01 0.00748598707148
0.001 0.0105 0.00748598707148
0.001 0.011 0.00748598707148
0.001 0.0115 0.00748598707148
0.001 0.012 0.00748598707148
0.001 0.0125 0.00748598707148
0.001 0.013 0.00748598707148
0.001 0.0135 0.00748598707148
0.001 0.014 0.00748598707148
0.001 0.0145 0.00748598707148
0.001 0.015 0.00748598707148
0.001 0.0155 0.00748598707148
0.001 0.016 0.00748598707148
0.001 0.0165 0.00748598707148
0.001 0.017 0.00748598707148
0.001 0.0175 0.00748598707148
0.001 0.018 0.00748598707148
0.001 0.0185 0.00748598707148
0.001 0.019 0.00748598707148
0.001 0.0195 0.00748598707148
0.001 0.02 0.00748598707148
0.001 0.0205 0.00748598707148
0.001 0.021 0.00748598707148
0.001 0.0215 0.00748598707148
0.001 0.022 0.00748598707148
0.001 0.0225 0.00748598707148
0.001 0.023 0.00748598707148
0.001 0.0235 0.00748598707148
0.001 0.024 0.00748598707148
0.001 0.0245 0.00748598707148
0.001 0.025 0.00748598707148
0.001 0.0255 0.00748598707148
0.001 0.026 0.00748598707148
0.001 0.0265 0.00748598707148
0.001 0.027 0.00748598707148
0.001 0.0275 0.00748598707148
0.001 0.028 0.00748598707148
0.001 0.0285 0.00748598707148
0.001 0.029 0.00748598707148
0.001 0.0295 0.00748598707148
0.001 0.03 0.00748598707148
0.0015 -0.03 0.0168434709108
0.0015 -0.0295 0.0168434709108
0.0015 -0.029 0.0168434709108
0.0015 -0.0285 0.0168434709108
0.0015 -0.028 0.0168434709108
0.0015 -0.0275 0.0168434709108
0.0015 -0.027 0.0168434709108
0.0015 -0.0265 0.0168434709108
0.0015 -0.026 0.0168434709108
0.0015 -0.0255 0.0168434709108
0.0015 -0.025 0.0168434709108
0.0015 -0.0245 0.0168434709108
0.0015 -0.024 0.0168434709108
0.0015 -0.0235 0.0168434709108
0.0015 -0.023 0.0168434709108
0.0015 -0.0225 0.0168434709108
0.0015 -0.022 0.0168434709108
0.0015 -0.0215 0.0168434709108
0.0015 -0.021 0.0168434709108
0.0015 -0.0205 0.0168434709108
0.0015 -0.02 0.0168434709108
0.0015 -0.0195 0.0168434709108
0.0015 -0.019 0.0168434709108
0.0015 -0.0185 0.0168434709108
0.0015 -0.018 0.0168434709108
0.0015 -0.0175 0.0168434709108
0.0015 -0.017 0.0168434709108
0.0015 -0.0165 0.0168434709108
0.0015 -0.016 0.0168434709108
0.0015 -0.0155 0.0168434709108
0.0015 -0.015 0.0168434709108
0.0015 -0.0145 0.0168434709108
0.0015 -0.014 0.0168434709108
0.0015 -0.0135 0.0168434709108
0.0015 -0.013 0.0168434709108
0.0015 -0.0125 0.0168434709108
0.0015 -0.012 0.0168434709108
0.0015 -0.0115 0.0168434709108
0.0015 -0.011 0.0168434709108
0.0015 -0.0105 0.0168434709108
0.0015 -0.01 0.0168434709108
0.0015 -0.0095 0.0168434709108
0.0015 -0.009 0.0168434709108
0.0015 -0.0085 0.0168434709108
0.0015 -0.008 0.0168434709108
0.0015 -0.0075 0.0168434709108
0.0015 -0.007 0.0168434709108
0.0015 -0.0065 0.0168434709108
0.0015 -0.006 0.0168434709108
0.0015 -0.0055 0.0168434709108
0.0015 -0.005 0.0168434709108
0.0015 -0.0045 0.0168434709108
0.0015 -0.004 0.0168434709108
0.0015 -0.0035 0.0168434709108
0.0015 -0.003 0.0168434709108
0.0015 -0.0025 0.0168434709108
0.0015 -0.002 0.0168434709108
0.0015 -0.0015 0.0168434709108
0.0015 -0.001 0.0168434709108
0.0015 -0.0005 0.0168434709108
0.0015 0.0 0.0168434709108
0.0015 0.0005 0.0168434709108
0.0015 0.001 0.0168434709108
0.0015 0.0015 0.0168434709108
0.0015 0.002 0.0168434709108
0.0015 0.0025 0.0168434709108
0.0015 0.003 0.0168434709108
0.0015 0.0035 0.0168434709108
0.0015 0.004 0.0168434709108
0.0015 0.0045 0.0168434709108
0.0015 0.005 0.0168434709108
0.0015 0.0055 0.0168434709108
0.0015 0.006 0.0168434709108
0.0015 0.0065 0.0168434709108
0.0015 0.007 0.0168434709108
0.0015 0.0075 0.0168434709108
0.0015 0.008 0.0168434709108
0.0015 0.0085 0.0168434709108
0.0015 0.009 0.0168434709108
0.0015 0.0095 0.0168434709108
0.0015 0.01 0.0168434709108
0.0015 0.0105 0.0168434709108
0.0015 0.011 0.0168434709108
0.0015 0.0115 0.0168434709108
0.0015 0.012 0.0168434709108
0.0015 0.0125 0.0168434709108
0.0015 0.013 0.0168434709108
0.0015 0.0135 0.0168434709108
0.0015 0.014 0.0168434709108
0.0015 0.0145 0.0168434709108
0.0015 0.015 0.0168434709108
0.0015 0.0155 0.0168434709108
0.0015 0.016 0.0168434709108
0.0015 0.0165 0.0168434709108
0.0015 0.017 0.0168434709108
0.0015 0.0175 0.0168434709108
0.0015 0.018 0.0168434709108
0.0015 0.0185 0.0168434709108
0.0015 0.019 0.0168434709108
0.0015 0.0195 0.0168434709108
0.0015 0.02 0.0168434709108
0.0015 0.0205 0.0168434709108
0.0015 0.021 0.0168434709108
0.0015 0.0215 0.0168434709108
0.0015 0.022 0.0168434709108
0.0015 0.0225 0.0168434709108
0.0015 0.023 0.0168434709108
0.0015 0.0235 0.0168434709108
0.0015 0.024 0.0168434709108
0.0015 0.0245 0.0168434709108
0.0015 0.025 0.0168434709108
0.0015 0.0255 0.0168434709108
0.0015 0.026 0.0168434709108
0.0015 0.0265 0.0168434709108
0.0015 0.027 0.0168434709108
0.0015 0.0275 0.0168434709108
0.0015 0.028 0.0168434709108
0.0015 0.0285 0.0168434709108
0.0015 0.029 0.0168434709108
0.0015 0.0295 0.0168434709108
0.0015 0.03 0.0168434709108
0.002 -0.03 0.0299439482859
0.002 -0.0295 0.0299439482859
0.002 -0.029 0.0299439482859
0.002 -0.0285 0.0299439482859
0.002 -0.028 0.0299439482859
0.002 -0.0275 0.0299439482859
0.002 -0.027 0.0299439482859
0.002 -0.0265 0.0299439482859
0.002 -0.026 0.0299439482859
0.002 -0.0255 0.0299439482859
0.002 -0.025 0.0299439482859
0.002 -0.0245 0.0299439482859
0.002 -0.024 0.0299439482859
0.002 -0.0235 0.0299439482859
0.002 -0.023 0.0299439482859
0.002 -0.0225 0.0299439482859
0.002 -0.022 0.0299439482859
0.002 -0.0215 0.0299439482859
0.002 -0.021 0.0299439482859
0.002 -0.0205 0.0299439482859
0.002 -0.02 0.0299439482859
0.002 -0.0195 0.0299439482859
0.002 -0.019 0.0299439482859
0.002 -0.0185 0.0299439482859
0.002 -0.018 0.0299439482859
0.002 -0.0175 0.0299439482859
0.002 -0.017 0.0299439482859
0.002 -0.0165 0.0299439482859
0.002 -0.016 0.0299439482859
0.002 -0.0155 0.0299439482859
0.002 -0.015 0.0299439482859
0.002 -0.0145 0.0299439482859
0.002 -0.014 0.0299439482859
0.002 -0.0135 0.0299439482859
0.002 -0.013 0.0299439482859
0.002 -0.0125 0.0299439482859
0.002 -0.012 0.0299439482859
0.002 -0.0115 0.0299439482859
0.002 -0.011 0.0299439482859
0.002 -0.0105 0.0299439482859
0.002 -0.01 0.0299439482859
0.002 -0.0095 0.0299439482859
0.002 -0.009 0.0299439482859
0.002 -0.0085 0.0299439482859
0.002 -0.008 0.0299439482859
0.002 -0.0075 0.0299439482859
0.002 -0.007 0.0299439482859
0.002 -0.0065 0.0299439482859
0.002 -0.006 0.0299439482859
0.002 -0.0055 0.0299439482859
0.002 -0.005 0.0299439482859
0.002 -0.0045 0.0299439482859
0.002 -0.004 0.0299439482859
0.002 -0.0035 0.0299439482859
0.002 -0.003 0.0299439482859
0.002 -0.0025 0.0299439482859
0.002 -0.002 0.0299439482859
0.002 -0.0015 0.0299439482859
0.002 -0.001 0.0299439482859
0.002 -0.0005 0.0299439482859
0.002 0.0 0.0299439482859
0.002 0.0005 0.0299439482859
0.002 0.001 0.0299439482859
0.002 0.0015 0.0299439482859
0.002 0.002 0.0299439482859
0.002 0.0025 0.0299439482859
0.002 0.003 0.0299439482859
0.002 0.0035 0.0299439482859
0.002 0.004 0.0299439482859
0.002 0.0045 0.0299439482859
0.002 0.005 0.0299439482859
0.002 0.0055 0.0299439482859
0.002 0.006 0.0299439482859
0.002 0.0065 0.0299439482859
0.002 0.007 0.0299439482859
0.002 0.0075 0.0299439482859
0.002 0.008 0.0299439482859
0.002 0.0085 0.0299439482859
0.002 0.009 0.0299439482859
0.002 0.0095 0.0299439482859
0.002 0.01 0.0299439482859
0.002 0.0105 0.0299439482859
0.002 0.011 0.0299439482859
0.002 0.0115 0.0299439482859
0.002 0.012 0.0299439482859
0.002 0.0125 0.0299439482859
0.002 0.013 0.0299439482859
0.002 0.0135 0.0299439482859
0.002 0.014 0.0299439482859
0.002 0.0145 0.0299439482859
0.002 0.015 0.0299439482859
0.002 0.0155 0.0299439482859
0.002 0.016 0.0299439482859
0.002 0.0165 0.0299439482859
0.002 0.017 0.0299439482859
0.002 0.0175 0.0299439482859
0.002 0.018 0.0299439482859
0.002 0.0185 0.0299439482859
0.002 0.019 0.0299439482859
0.002 0.0195 0.0299439482859
0.002 0.02 0.0299439482859
0.002 0.0205 0.0299439482859
0.002 0.021 0.0299439482859
0.002 0.0215 0.0299439482859
0.002 0.022 0.0299439482859
0.002 0.0225 0.0299439482859
0.002 0.023 0.0299439482859
0.002 0.0235 0.0299439482859
0.002 0.024 0.0299439482859
0.002 0.0245 0.0299439482859
0.002 0.025 0.0299439482859
0.002 0.0255 0.0299439482859
0.002 0.026 0.0299439482859
0.002 0.0265 0.0299439482859
0.002 0.027 0.0299439482859
0.002 0.0275 0.0299439482859
0.002 0.028 0.0299439482859
0.002 0.0285 0.0299439482859
0.002 0.029 0.0299439482859
0.002 0.0295 0.0299439482859
0.002 0.03 0.0299439482859
0.0025 -0.03 0.0467874191967
0.0025 -0.0295 0.0467874191967
0.0025 -0.029 0.0467874191967
0.0025 -0.0285 0.0467874191967
0.0025 -0.028 0.0467874191967
0.0025 -0.0275 0.0467874191967
0.0025 -0.027 0.0467874191967
0.0025 -0.0265 0.0467874191967
0.0025 -0.026 0.0467874191967
0.0025 -0.0255 0.0467874191967
0.0025 -0.025 0.0467874191967
0.0025 -0.0245 0.0467874191967
0.0025 -0.024 0.0467874191967
0.0025 -0.0235 0.0467874191967
0.0025 -0.023 0.0467874191967
0.0025 -0.0225 0.0467874191967
0.0025 -0.022 0.0467874191967
0.0025 -0.0215 0.0467874191967
0.0025 -0.021 0.0467874191967
0.0025 -0.0205 0.0467874191967
0.0025 -0.02 0.0467874191967
0.0025 -0.0195 0.0467874191967
0.0025 -0.019 0.0467874191967
0.0025 -0.0185 0.0467874191967
0.0025 -0.018 0.0467874191967
0.0025 -0.0175 0.0467874191967
0.0025 -0.017 0.0467874191967
0.0025 -0.0165 0.0467874191967
0.0025 -0.016 0.0467874191967
0.0025 -0.0155 0.0467874191967
0.0025 -0.015 0.0467874191967
0.0025 -0.0145 0.0467874191967
0.0025 -0.014 0.0467874191967
0.0025 -0.0135 0.0467874191967
0.0025 -0.013 0.0467874191967
0.0025 -0.0125 0.0467874191967
0.0025 -0.012 0.0467874191967
0.0025 -0.0115 0.0467874191967
0.0025 -0.011 0.0467874191967
0.0025 -0.0105 0.0467874191967
0.0025 -0.01 0.0467874191967
0.0025 -0.0095 0.0467874191967
0.0025 -0.009 0.0467874191967
0.0025 -0.0085 0.0467874191967
0.0025 -0.008 0.0467874191967
0.0025 -0.0075 0.0467874191967
0.0025 -0.007 0.0467874191967
0.0025 -0.0065 0.0467874191967
0.0025 -0.006 0.0467874191967
0.0025 -0.0055 0.0467874191967
0.0025 -0.005 0.0467874191967
0.0025 -0.0045 0.0467874191967
0.0025 -0.004 0.0467874191967
0.0025 -0.0035 0.0467874191967
0.0025 -0.003 0.0467874191967
0.0025 -0.0025 0.0467874191967
0.0025 -0.002 0.0467874191967
0.0025 -0.0015 0.0467874191967
0.0025 -0.001 0.0467874191967
0.0025 -0.0005 0.0467874191967
0.0025 0.0 0.0467874191967
0.0025 0.0005 0.0467874191967
0.0025 0.001 0.0467874191967
0.0025 0.0015 0.0467874191967
0.0025 0.002 0.0467874191967
0.0025 0.0025 0.0467874191967
0.0025 0.003 0.0467874191967
0.0025 0.0035 0.0467874191967
0.0025 0.004 0.0467874191967
0.0025 0.0045 0.0467874191967
0.0025 0.005 0.0467874191967
0.0025 0.0055 0.0467874191967
0.0025 0.006 0.0467874191967
0.0025 0.0065 0.0467874191967
0.0025 0.007 0.0467874191967
0.0025 0.0075 0.0467874191967
0.0025 0.008 0.0467874191967
0.0025 0.0085 0.0467874191967
0.0025 0.009 0.0467874191967
0.0025 0.0095 0.0467874191967
0.0025 0.01 0.0467874191967
0.0025 0.0105 0.0467874191967
0.0025 0.011 0.0467874191967
0.0025 0.0115 0.0467874191967
0.0025 0.012 0.0467874191967
0.0025 0.0125 0.0467874191967
0.0025 0.013 0.0467874191967
0.0025 0.0135 0.0467874191967
0.0025 0.014 0.0467874191967
0.0025 0.0145 0.0467874191967
0.0025 0.015 0.0467874191967
0.0025 0.0155 0.0467874191967
0.0025 0.016 0.0467874191967
0.0025 0.0165 0.0467874191967
0.0025 0.017 0.0467874191967
0.0025 0.0175 0.0467874191967
0.0025 0.018 0.0467874191967
0.0025 0.0185 0.0467874191967
0.0025 0.019 0.0467874191967
0.0025 0.0195 0.0467874191967
0.0025 0.02 0.0467874191967
0.0025 0.0205 0.0467874191967
0.0025 0.021 0.0467874191967
0.0025 0.0215 0.0467874191967
0.0025 0.022 0.0467874191967
0.0025 0.0225 0.0467874191967
0.0025 0.023 0.0467874191967
0.0025 0.0235 0.0467874191967
0.0025 0.024 0.0467874191967
0.0025 0.0245 0.0467874191967
0.0025 0.025 0.0467874191967
0.0025 0.0255 0.0467874191967
0.0025 0.026 0.0467874191967
0.0025 0.0265 0.0467874191967
0.0025 0.027 0.0467874191967
0.0025 0.0275 0.0467874191967
0.0025 0.028 0.0467874191967
0.0025 0.0285 0.0467874191967
0.0025 0.029 0.0467874191967
0.0025 0.0295 0.0467874191967
0.0025 0.03 0.0467874191967
0.003 -0.03 0.0673738836433
0.003 -0.0295 0.0673738836433
0.003 -0.029 0.0673738836433
0.003 -0.0285 0.0673738836433
0.003 -0.028 0.0673738836433
0.003 -0.0275 0.0673738836433
0.003 -0.027 0.0673738836433
0.003 -0.0265 0.0673738836433
0.003 -0.026 0.0673738836433
0.003 -0.0255 0.0673738836433
0.003 -0.025 0.0673738836433
0.003 -0.0245 0.0673738836433
0.003 -0.024 0.0673738836433
0.003 -0.0235 0.0673738836433
0.003 -0.023 0.0673738836433
0.003 -0.0225 0.0673738836433
0.003 -0.022 0.0673738836433
0.003 -0.0215 0.0673738836433
0.003 -0.021 0.0673738836433
0.003 -0.0205 0.0673738836433
0.003 -0.02 0.0673738836433
0.003 -0.0195 0.0673738836433
0.003 -0.019 0.0673738836433
0.003 -0.0185 0.0673738836433
0.003 -0.018 0.0673738836433
0.003 -0.0175 0.0673738836433
0.003 -0.017 0.0673738836433
0.003 -0.0165 0.0673738836433
0.003 -0.016 0.0673738836433
0.003 -0.0155 0.0673738836433
0.003 -0.015 0.0673738836433
0.003 -0.0145 0.0673738836433
0.003 -0.014 0.0673738836433
0.003 -0.0135 0.0673738836433
0.003 -0.013 0.0673738836433
0.003 -0.0125 0.0673738836433
0.003 -0.012 0.0673738836433
0.003 -0.0115 0.0673738836433
0.003 -0.011 0.0673738836433
0.003 -0.0105 0.0673738836433
0.003 -0.01 0.0673738836433
0.003 -0.0095 0.0673738836433
0.003 -0.009 0.0673738836433
0.003 -0.0085 0.0673738836433
0.003 -0.008 0.0673738836433
0.003 -0.0075 0.0673738836433
0.003 -0.007 0.0673738836433
0.003 -0.0065 0.0673738836433
0.003 -0.006 0.0673738836433
0.003 -0.0055 0.0673738836433
0.003 -0.005 0.0673738836433
0.003 -0.0045 0.0673738836433
0.003 -0.004 0.0673738836433
0.003 -0.0035 0.0673738836433
0.003 -0.003 0.0673738836433
0.003 -0.0025 0.0673738836433
0.003 -0.002 0.0673738836433
0.003 -0.0015 0.0673738836433
0.003 -0.001 0.0673738836433
0.003 -0.0005 0.0673738836433
0.003 0.0 0.0673738836433
0.003 0.0005 0.0673738836433
0.003 0.001 0.0673738836433
0.003 0.0015 0.0673738836433
0.003 0.002 0.0673738836433
0.003 0.0025 0.0673738836433
0.003 0.003 0.0673738836433
0.003 0.0035 0.0673738836433
0.003 0.004 0.0673738836433
0.003 0.0045 0.0673738836433
0.003 0.005 0.0673738836433
0.003 0.0055 0.0673738836433
0.003 0.006 0.0673738836433
0.003 0.0065 0.0673738836433
0.003 0.007 0.0673738836433
0.003 0.0075 0.0673738836433
0.003 0.008 0.0673738836433
0.003 0.0085 0.0673738836433
0.003 0.009 0.0673738836433
0.003 0.0095 0.0673738836433
0.003 0.01 0.0673738836433
0.003 0.0105 0.0673738836433
0.003 0.011 0.0673738836433
0.003 0.0115 0.0673738836433
0.003 0.012 0.0673738836433
0.003 0.0125 0.0673738836433
0.003 0.013 0.0673738836433
0.003 0.0135 0.0673738836433
0.003 0.014 0.0673738836433
0.003 0.0145 0.0673738836433
0.003 0.015 0.0673738836433
0.003 0.0155 0.0673738836433
0.003 0.016 0.0673738836433
0.003 0.0165 0.0673738836433
0.003 0.017 0.0673738836433
0.003 0.0175 0.0673738836433
0.003 0.018 0.0673738836433
0.003 0.0185 0.0673738836433
0.003 0.019 0.0673738836433
0.003 0.0195 0.0673738836433
0.003 0.02 0.0673738836433
